id	publicationid	ethnicity	population	populationinfo	subjecttype	subjectcount	version
7586423	113528	European	Switzerland Aargau-Solothurn	\N	\N	1838	1
7586424	113528	European	Switzerland Basel	\N	\N	1888	1
7586425	113528	European	Switzerland Bern	\N	\N	3545	1
7586426	113528	European	Switzerland Geneva pop 2	\N	\N	1267	1
7586427	113528	European	Switzerland Graubunden	\N	\N	759	1
7586428	113528	European	Switzerland Lausanne	\N	\N	993	1
7586429	113528	European	Switzerland Lugano	\N	\N	1169	1
7586430	113528	European	Switzerland Luzern	\N	\N	1553	1
7586431	113528	European	Switzerland Sion	\N	\N	832	1
7586432	113528	European	Switzerland St Gallen	\N	\N	2113	1
7586433	113528	European	Switzerland Zurich	\N	\N	4875	1
7586434	113528	European	United Kingdom pop 3	\N	\N	604	1
7586435	113528	European	USA Caucasian Bethesda	\N	\N	307	1
7586436	113528	European	USA Caucasian pop 2	\N	\N	265	1
7586437	113528	European	USA Caucasian pop 4	\N	\N	1070	1
7586438	113528	European	USA Eastern European	\N	\N	558	1
7586439	113528	European	USA European American pop 2	\N	\N	1245	1
7586440	113528	European	USA NMDP European Caucasian	\N	\N	1242890	1
7586441	113528	European	USA Philadelphia Caucasian	\N	\N	141	1
7586442	113528	European	USA San Antonio Caucasian	\N	\N	222	1
7586443	113528	European	USA San Francisco Caucasian	\N	\N	220	1
7586444	113528	European	USA Italy Ancestry	\N	\N	273	1
7586445	113528	European	USA Spain Ancestry	\N	\N	279	1
7586446	113528	European	Wales	\N	\N	1798	1
7586447	113537	European	Utah Residents (CEPH) with Northern and Western Europena Ancestry	CEU	\N	183	1
7586448	113537	European	Finnish in Finland	FIN	\N	105	1
7586449	113537	European	British in England and Scotland	GBR	\N	107	1
7586450	113537	European	Toscani in Italy	TSI	\N	112	1
7586451	113753	European	Serbian	\N	\N	1992	1
7586452	113755	European	Croatian	\N	\N	4000	1
7586453	113757	European	French	\N	Bone marrow donors	42636	1
7586454	113528	Latino	Mexico City Mestizo	\N	\N	121	1
7586455	113528	Latino	Mexico City Mestizo pop 2	\N	\N	234	1
7586456	113528	Latino	USA Hispanic	\N	\N	234	1
7586457	113528	Latino	USA Hispanic pop 2	\N	\N	1999	1
7586458	113528	Latino	USA Mexican American Mestizo	\N	\N	553	1
7586459	113528	Latino	USA NMDP Hispanic South or Central American	\N	\N	146714	1
7586460	113528	Latino	USA NMDP Mexican or Chicano	\N	\N	261235	1
7586461	113528	Latino	USA South Texas Hispanic	\N	\N	194	1
7586462	113528	Latino	Mexico Guadalajara Mestizo pop 2	\N	\N	103	1
7586463	113528	Latino	USA NMDP Caribbean Hispanic	\N	\N	115374	1
7586464	113537	Latino	Colombians from Medellin, Colombia	CLM	\N	148	1
7586465	113537	Latino	Mexican Ancestry from Los Angeles, USA	MXL	\N	107	1
7586466	113537	Latino	Puerto Ricans from Puerto Rico	PUR	\N	150	1
7586467	113774	Latino	Brazilians	Quilombos	\N	144	1
7586468	113539	Latino	Costa Rican Mestizos	Central Valley	\N	221	1
7586469	113539	Latino	Costa Rican Mestizos	Guanacaste	\N	110	1
7586470	113539	Latino	Nicaraguan Mestizos	\N	\N	155	1
7586471	113528	Near Eastern	England London Ashkenazi Jews	\N	\N	500	1
7586472	113528	Near Eastern	Israel Bukhara Jews	\N	\N	2317	1
7586473	113528	Near Eastern	Israel Kavkazi Jews	\N	\N	2840	1
7586474	113528	Near Eastern	Israel Poland Jews	\N	\N	13871	1
7586475	113528	Near Eastern	Israel USSR Jews	\N	\N	45681	1
7586476	113528	Near Eastern	Israel Argentina Jews	\N	\N	4307	1
7586477	113780	Near Eastern	Jordanians	\N	\N	146	1
7586478	113528	Near Eastern	Armenia combined Regions	\N	\N	100	1
7586479	113528	Near Eastern	Georgia Tibilisi	\N	\N	109	1
7586480	113528	Near Eastern	Germany DKMS - Turkey minority	\N	\N	4856	1
7586481	113528	Near Eastern	Iran Baloch	\N	\N	100	1
7586482	113528	Near Eastern	Iran Tehran	\N	\N	120	1
7586483	113528	Near Eastern	Israel Arab	\N	\N	12301	1
7586484	113528	Near Eastern	Israel Arab Druze	\N	\N	101	1
7586485	113528	Near Eastern	Israel Ashkenazi and Non Ashkenazi Jews	\N	\N	146	1
7586486	113528	Near Eastern	Israel Ashkenazi Jews	\N	\N	4625	1
7586487	113528	Near Eastern	Israel Druze	\N	\N	5914	1
7586488	113528	Near Eastern	Israel Georgia Jews	\N	\N	4471	1
7586489	113528	Near Eastern	Israel Iran Jews	\N	\N	8153	1
7586490	113528	Near Eastern	Israel Iraq Jews	\N	\N	13270	1
7586491	113528	Near Eastern	Israel Libya Jews	\N	\N	3739	1
7586492	113528	Near Eastern	Israel Morocco Jews	\N	\N	36718	1
7586493	113528	Near Eastern	Israel Tunisia Jews	\N	\N	9070	1
7586494	113528	Near Eastern	Israel USA Jews	\N	\N	6058	1
7586495	113528	Near Eastern	Israel YemenJews	\N	\N	15542	1
7586496	113528	Near Eastern	Libya Cyrenaica	\N	\N	118	1
7586497	113528	Near Eastern	Oman	\N	\N	118	1
7586498	113528	Near Eastern	Saudi Arabia Guraiat and Hail	\N	\N	213	1
7586499	113528	Near Eastern	Saudi Arabia pop 5	\N	\N	158	1
7586500	113528	Near Eastern	Tunisia	\N	\N	100	1
7586501	113528	Near Eastern	United Arab Emirates pop 2	\N	\N	373	1
7586502	113528	Near Eastern	USA NMDP Middle Eastern or North Coast of Africa	\N	\N	70890	1
7586503	113528	Near Eastern	Israel Ethiopia Jews	\N	\N	5928	1
7586504	113528	Near Eastern	Tunisia pop 3	\N	\N	104	1
7586505	115614	Near Eastern	Syrian	\N	\N	130	1
7586506	113814	Near Eastern	Iranian	Yazd Province	\N	90	1
7586507	113528	Oceanian	Australia Cape York Peninsula Aborigine	\N	\N	103	1
7586508	113528	Oceanian	Australia Yuendumu Aborigine	\N	\N	191	1
7586509	113528	Oceanian	New Zealand Maori with Admixed History	\N	\N	105	1
7586510	113528	Oceanian	Papua New Guinea Wosera Abelam	\N	\N	131	1
7586511	113528	Oceanian	USA Hawaii Okinawa	\N	\N	106	1
7586512	113528	Oceanian	USA NMDP Hawaiian or other Pacific Islander	\N	\N	11499	1
7586513	113528	Sub-Saharan African	Cameroon Beti	\N	\N	174	1
7586514	113528	Sub-Saharan African	Ghana Ga-Adangbe	\N	\N	131	1
7586515	113528	Sub-Saharan African	Kenya	\N	\N	144	1
7586516	113528	Sub-Saharan African	Kenya Luo	\N	\N	265	1
7586517	113528	Sub-Saharan African	Kenya Nandi	\N	\N	240	1
7586518	113528	Sub-Saharan African	Kenya, Nyanza Province, Luo tribe	\N	\N	100	1
7586519	113528	Sub-Saharan African	Mali Bandiagara	\N	\N	138	1
7586520	113528	Sub-Saharan African	Senegal Niokholo Mandenka	\N	\N	165	1
7586521	113528	Sub-Saharan African	South Africa Black	\N	\N	200	1
7586522	113528	Sub-Saharan African	South Africa Natal Zulu	\N	\N	100	1
7586523	113528	Sub-Saharan African	Uganda Kampala	\N	\N	161	1
7586524	113528	Sub-Saharan African	Uganda Kampala pop 2	\N	\N	175	1
7586525	113528	Sub-Saharan African	USA NMDP African	\N	\N	28557	1
7587359	114929	East Asian	East Asian	\N	\N	8619	1
7586526	113528	Sub-Saharan African	Zimbabwe Harare Shona	\N	\N	230	1
7586527	113537	Sub-Saharan African	Luhya in Webuye, Kenya	LWK	\N	116	1
7586528	113537	Sub-Saharan African	Yoruba in Ibadan, Nigeria	YRI	\N	186	1
7586529	113528	African American/Afro-Caribbean	USA African American	\N	\N	252	1
7586530	113528	African American/Afro-Caribbean	USA African American Bethesda	\N	\N	187	1
7586531	113528	African American/Afro-Caribbean	USA African American pop 2	\N	\N	149	1
7586532	113528	African American/Afro-Caribbean	USA African American pop 3	\N	\N	564	1
7586533	113528	African American/Afro-Caribbean	USA African American pop 4	\N	\N	2411	1
7586534	113528	African American/Afro-Caribbean	USA African American pop 8	\N	\N	605	1
7586535	113528	African American/Afro-Caribbean	USA NMDP African American	\N	\N	416581	1
7586536	113528	African American/Afro-Caribbean	USA NMDP Caribbean Black	\N	\N	33328	1
7586537	113537	African American/Afro-Caribbean	Americans of African Ancestry in SW USA	ASW	\N	112	1
7586538	113539	African American/Afro-Caribbean	Costa Ricans of Afro-Caribbean descent	\N	\N	102	1
7586539	113528	American	Argentina Gran Chaco Eastern Toba	\N	\N	135	1
7586540	113528	American	Chile Mapuches	\N	\N	104	1
7586541	113528	American	Ecuador Cayapa	\N	\N	183	1
7586542	113528	American	Mexico Oaxaca Mixtec	\N	\N	103	1
7586543	113528	American	Peru Titikaka Lake Uro	\N	\N	105	1
7586544	113528	American	USA Alaska Yupik	\N	\N	252	1
7586545	113528	American	USA Arizona Gila River Amerindian	\N	\N	492	1
7586546	113528	American	USA Arizona Pima	\N	\N	100	1
7586547	113528	American	USA NMDP Alaska Native or Aleut	\N	\N	1376	1
7586548	113528	American	USA NMDP American Indian South or Central America	\N	\N	5926	1
7586549	113528	American	USA NMDP Caribbean Indian	\N	\N	14339	1
7586550	113528	American	USA NMDP North American Amerindian	\N	\N	35791	1
7586551	113528	American	USA North American Native	\N	\N	187	1
7586552	113528	American	USA South Dakota Lakota Sioux	\N	\N	302	1
7586553	113528	American	Guatemala Mayan	\N	\N	132	1
7586554	113556	American	Colombian Chimila	\N	\N	47	1
7586555	113539	American	Costa Rican Amerindians	\N	\N	123	1
7586556	113559	American	Colombian Wiwa	\N	\N	52	1
7586557	113561	Central/South Asian	Sri Lanka	\N	\N	93	1
7586558	113563	Central/South Asian	India	\N	5 patients with CBZ-SJS and 52 CBZ-tolerant controls	57	1
7586559	113528	Central/South Asian	India Andhra Pradesh Golla	\N	\N	111	1
7586560	113528	Central/South Asian	India Andhra Pradesh Telugu Speaking	\N	\N	186	1
7586561	113528	Central/South Asian	India Tamil Nadu	\N	\N	2492	1
7586562	113528	Central/South Asian	Pakistan Brahui	\N	\N	104	1
7586563	113528	Central/South Asian	Pakistan Mixed Pathan	\N	\N	100	1
7586564	113528	Central/South Asian	Pakistan Mixed Sindhi	\N	\N	101	1
7586565	113528	Central/South Asian	Sri Lanka Colombo	\N	\N	714	1
7586566	113528	Central/South Asian	Sri Lanka Colombo Sinhalese	\N	\N	101	1
7586567	113528	Central/South Asian	USA NMDP South Asian Indian	\N	\N	185391	1
7586568	113574	Central/South Asian	Indian	Tamil Nadu	Cord blood bank	2491	1
7586569	113576	East Asian	Koreans	\N	\N	2009	1
7586570	113578	East Asian	Thai	\N	\N	986	1
7586571	113580	East Asian	Koreans	\N	bone marrow registry	10918	1
7586572	113582	East Asian	Chinese Han from Zhejiang province	\N	bone marrow donors	8333	1
7586573	113584	East Asian	Han Chinese	\N	\N	98	1
7586574	113584	East Asian	Mongolian from Inner Mongolia	\N	\N	98	1
7586575	113584	East Asian	Mongolian from Yunnan Province	\N	\N	206	1
7586576	113584	East Asian	Hani	\N	\N	134	1
7586577	113584	East Asian	Dai	\N	\N	130	1
7586578	113584	East Asian	Yao	\N	\N	120	1
7586579	113584	East Asian	Wa	\N	\N	154	1
7586580	113528	East Asian	China Beijing Shijiazhuang Tianjian Han	\N	\N	618	1
7586581	113528	East Asian	China Canton Han	\N	\N	264	1
7586582	113528	East Asian	China Guangdong Province Meizhou Han	\N	\N	100	1
7586583	113528	East Asian	China Guangxi Region Maonan	\N	\N	108	1
7586584	113528	East Asian	China Guangzhou Han	\N	\N	106	1
7586585	113528	East Asian	China Guizhou Province Bouyei	\N	\N	109	1
7586586	113528	East Asian	China Guizhou Province Shui	\N	\N	153	1
7586587	113528	East Asian	China Jiangsu Han	\N	\N	3238	1
7586588	113528	East Asian	China Jiangsu Province Han	\N	\N	334	1
7586589	113528	East Asian	China North Han	\N	\N	105	1
7586590	113528	East Asian	China North Han pop 2	\N	\N	567	1
7586591	113528	East Asian	China Qinghai Province Hui	\N	\N	110	1
7586592	113528	East Asian	China South Han	\N	\N	284	1
7586593	113528	East Asian	China South Han pop 2	\N	\N	1098	1
7586594	113528	East Asian	China Southwest Dai	\N	\N	124	1
7586595	113528	East Asian	China Tibet Region Tibetan	\N	\N	158	1
7586596	113528	East Asian	China Yunnan Bulang	\N	\N	116	1
7586597	113528	East Asian	China Yunnan Hani	\N	\N	150	1
7586598	113528	East Asian	China Yunnan Province Han	\N	\N	101	1
7586599	113528	East Asian	China Yunnan Province Jinuo	\N	\N	109	1
7586600	113528	East Asian	China Yunnan Province Lisu	\N	\N	111	1
7586601	113528	East Asian	China Yunnan Province Nu	\N	\N	107	1
7586602	113528	East Asian	China Yunnan Province Wa	\N	\N	119	1
7586603	113528	East Asian	Germany DKMS - China minority	\N	\N	1282	1
7586604	113528	East Asian	Hong Kong Chinese	\N	\N	569	1
7586605	113528	East Asian	Hong Kong Chinese BMDR	\N	\N	7595	1
7586606	113528	East Asian	Hong Kong Chinese cord blood registry	\N	\N	3892	1
7586607	113528	East Asian	Indonesia Java Western	\N	\N	236	1
7586608	113528	East Asian	Indonesia Sundanese and Javanese	\N	\N	201	1
7586609	113528	East Asian	Japan Central	\N	\N	371	1
7586610	113528	East Asian	Japan Kyoto and Osaka	\N	\N	165	1
7586611	113528	East Asian	Japan pop 1	\N	\N	560	1
7586612	113528	East Asian	Japan pop 16	\N	\N	18604	1
7586613	113528	East Asian	Japan pop 3	\N	\N	1018	1
7586614	113528	East Asian	Japan pop 5	\N	\N	117	1
7586615	113528	East Asian	Malaysia Peninsular Chinese	\N	\N	194	1
7586616	113528	East Asian	Russia Tuva pop 2	\N	\N	169	1
7586617	113528	East Asian	Singapore Chinese	\N	\N	149	1
7586618	113528	East Asian	Singapore Thai	\N	\N	100	1
7586619	113528	East Asian	South Korea pop 10	\N	\N	4128	1
7586620	113528	East Asian	South Korea pop 3	\N	\N	485	1
7586621	113528	East Asian	South Korea pop 8	\N	\N	7096	1
7586622	113528	East Asian	Taiwan Atayal	\N	\N	106	1
7586623	113528	East Asian	Taiwan Bunun	\N	\N	101	1
7586624	113528	East Asian	Taiwan Han Chinese	\N	\N	504	1
7586625	113528	East Asian	Taiwan Minnan pop 1	\N	\N	102	1
7586626	113528	East Asian	Taiwan pop 2	\N	\N	364	1
7586627	113528	East Asian	Taiwan pop 3	\N	\N	212	1
7586628	113528	East Asian	Taiwan Tzu Chi Cord Blood Bank	\N	\N	710	1
7586629	113528	East Asian	Thailand	\N	\N	142	1
7586630	113528	East Asian	Thailand Northeast pop 2	\N	\N	400	1
7586631	113528	East Asian	USA NMDP Chinese	\N	\N	99672	1
7586632	113528	East Asian	USA NMDP Filipino	\N	\N	50614	1
7586633	113528	East Asian	USA NMDP Japanese	\N	\N	24582	1
7586634	113528	East Asian	USA NMDP Korean	\N	\N	77584	1
7586635	113528	East Asian	USA NMDP Southeast Asian	\N	\N	27978	1
7586636	113528	East Asian	USA NMDP Vietnamese	\N	\N	43540	1
7586637	113528	East Asian	Vietnam Hanoi Kinh pop 2	\N	\N	170	1
7586638	113528	East Asian	Malaysia Peninsular Malay	\N	\N	951	1
7586639	113528	East Asian	Singapore Riau Malay	\N	\N	132	1
7586640	113537	East Asian	Han Chinese in Beijing, China	CHB	\N	108	1
7586641	113537	East Asian	Chinese Dai in Xishuangbanna, China	CHD	\N	109	1
7586642	113537	East Asian	Southern Han Chinese	CHS	\N	171	1
7586643	113537	East Asian	Japanese in Tokyo, Japan	JPT	\N	105	1
7586644	113656	East Asian	Han Chinese from Yunnan	\N	\N	239	1
7586645	113658	East Asian	Korean	\N	HSC donors	613	1
7586646	113660	East Asian	Burmese	\N	\N	170	1
7586647	113660	East Asian	Karen	\N	\N	200	1
7586648	113663	East Asian	Han Chinese from Liaoning	\N	Bone marrow donors	7823	1
7586649	113665	East Asian	Han Chinese from Nanning	\N	\N	562	1
7586650	113667	East Asian	Northeastern Thai	\N	\N	183	1
7586651	113669	East Asian	Thai	\N	\N	334	1
7586652	113671	European	Bulgarian	\N	\N	55	1
7586653	113673	European	Welsh	\N	Blood donors	254	1
7586654	113528	European	Australia New South Wales Caucasian	\N	\N	134	1
7586655	113528	European	Austria	\N	\N	200	1
7586656	113528	European	Croatia	\N	\N	150	1
7586657	113528	European	Croatia pop 4	\N	\N	4000	1
7586658	113528	European	Czech Republic	\N	\N	106	1
7586659	113528	European	Czech Republic NMDR	\N	\N	5099	1
7586660	113528	European	England North West	\N	\N	298	1
7586661	113528	European	France Corsica Island	\N	\N	100	1
7586662	113528	European	France Grenoble, Nantes and Rennes	\N	\N	6094	1
7586663	113528	European	France Southeast	\N	\N	130	1
7586664	113528	European	France West	\N	\N	100	1
7586665	113528	European	Germany DKMS - Austria minority	\N	\N	1698	1
7586666	113528	European	Germany DKMS - Bosnia and Herzegovina minority	\N	\N	1028	1
7586667	113528	European	Germany DKMS - Croatia minority	\N	\N	2057	1
7586668	113528	European	Germany DKMS - France minority	\N	\N	1406	1
7586669	113528	European	Germany DKMS - Greece minority	\N	\N	1894	1
7586670	113528	European	Germany DKMS - Italy minority	\N	\N	1159	1
7586671	113528	European	Germany DKMS - Netherlands minority	\N	\N	1374	1
7586672	113528	European	Germany DKMS - Portugal minority	\N	\N	1176	1
7586673	113528	European	Germany DKMS - Romania minority	\N	\N	1234	1
7586674	113528	European	Germany DKMS - Spain minority	\N	\N	1107	1
7586675	113528	European	Germany DKMS - United Kingdom minority	\N	\N	1043	1
7586676	113528	European	Germany Essen	\N	\N	174	1
7586677	113528	European	Germany pop 6	\N	\N	8862	1
7586678	113528	European	Germany pop 8	\N	\N	39689	1
7586679	113528	European	Greece pop 6	\N	\N	242	1
7586680	113528	European	Ireland Northern	\N	\N	1000	1
7586681	113528	European	Ireland South	\N	\N	250	1
7586682	113528	European	Italy Bergamo	\N	\N	101	1
7586683	113528	European	Italy North	\N	\N	277	1
7586684	113528	European	Italy pop 5	\N	\N	975	1
7586685	113528	European	Italy Sardinia pop3	\N	\N	100	1
7586686	113528	European	Italy South	\N	\N	141	1
7586687	113528	European	Italy South Campania Region	\N	\N	1089	1
7586688	113528	European	Madeira	\N	\N	185	1
7586689	113528	European	Macedonia pop 4	\N	\N	216	1
7586690	113528	European	Netherlands Leiden	\N	\N	1305	1
7586691	113528	European	Poland	\N	\N	200	1
7586692	113528	European	Poland DKMS	\N	\N	20653	1
7586693	113528	European	Portugal Azores Terceira Island	\N	\N	130	1
7586694	113528	European	Portugal Center pop 2	\N	\N	562	1
7586695	113528	European	Romania	\N	\N	348	1
7586696	113528	European	Russia North Ossetian	\N	\N	127	1
7586697	113528	European	Russians from Karelia	\N	\N	1075	1
7586698	113528	European	Serbia pop 2	\N	\N	102	1
7586699	113528	European	South Africa Caucasians	\N	\N	102	1
7586700	113528	European	Spain Gipzukoa Basque	\N	\N	100	1
7586701	113528	European	Spain Sevilla	\N	\N	278	1
7586702	113528	European	Sweden Northern Sami	\N	\N	154	1
7586703	113528	European	Sweden Southern Sami	\N	\N	130	1
7586704	113528	European	Switzerland Aargau-Solothurn	\N	\N	1838	1
7586705	113528	European	Switzerland Basel	\N	\N	1888	1
7586706	113528	European	Switzerland Bern	\N	\N	3545	1
7586707	113528	European	Switzerland Geneva pop 2	\N	\N	1267	1
7586708	113528	European	Switzerland Graubunden	\N	\N	759	1
7586709	113528	European	Switzerland Lausanne	\N	\N	993	1
7586710	113528	European	Switzerland Lugano	\N	\N	1169	1
7586711	113528	European	Switzerland Luzern	\N	\N	1553	1
7586712	113528	European	Switzerland Sion	\N	\N	832	1
7586713	113528	European	Switzerland St Gallen	\N	\N	2113	1
7586714	113528	European	Switzerland Zurich	\N	\N	4875	1
7586715	113528	European	United Kingdom pop 3	\N	\N	604	1
7586716	113528	European	USA Caucasian Bethesda	\N	\N	307	1
7586717	113528	European	USA Caucasian pop 2	\N	\N	265	1
7586718	113528	European	USA Caucasian pop 4	\N	\N	1070	1
7586719	113528	European	USA Eastern European	\N	\N	558	1
7586720	113528	European	USA European American pop 2	\N	\N	1245	1
7586721	113528	European	USA NMDP European Caucasian	\N	\N	1242890	1
7586722	113528	European	USA Philadelphia Caucasian	\N	\N	141	1
7586723	113528	European	USA San Antonio Caucasian	\N	\N	222	1
7586724	113528	European	USA San Francisco Caucasian	\N	\N	220	1
7586725	113528	European	USA Italy Ancestry	\N	\N	273	1
7586726	113528	European	USA Spain Ancestry	\N	\N	279	1
7586727	113528	European	Wales	\N	\N	1798	1
7586728	113537	European	Utah Residents (CEPH) with Northern and Western Europena Ancestry	CEU	\N	183	1
7586729	113537	European	Finnish in Finland	FIN	\N	105	1
7586730	113537	European	British in England and Scotland	GBR	\N	107	1
7586731	113537	European	Toscani in Italy	TSI	\N	112	1
7586732	113753	European	Serbian	\N	\N	1992	1
7586733	113755	European	Croatian	\N	\N	4000	1
7586734	113757	European	French	\N	Bone marrow donors	42636	1
7586735	113759	European	Albanian	\N	\N	432	1
