id	guidelineid	drugid	implications	drugrecommendation	classification	phenotypes	activityscore	allelestatus	lookupkey	population	comments	version	dosinginformation	alternatedrugavailable	otherprescribingguidance
7589365	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects"}	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Ultrarapid Metabolizer"}	{"CYP2D6": "≥4.0", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥4.0", "CYP2C19": "Ultrarapid Metabolizer"}	general	Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations\nfor conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate, or poor metabolism in combination with CYP2C19 ultrarapid, intermediate, or poor metabolism is strongly recommended	1	f	f	f
7589366	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects"}	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Ultrarapid Metabolizer"}	{"CYP2D6": "≥3.75", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥3.75", "CYP2C19": "Ultrarapid Metabolizer"}	general	Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations\nfor conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate, or poor metabolism in combination with CYP2C19 ultrarapid, intermediate, or poor metabolism is strongly recommended	1	f	f	f
7589367	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects"}	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Ultrarapid Metabolizer"}	{"CYP2D6": "≥5.0", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥5.0", "CYP2C19": "Ultrarapid Metabolizer"}	general	Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations\nfor conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate, or poor metabolism in combination with CYP2C19 ultrarapid, intermediate, or poor metabolism is strongly recommended	1	f	f	f
7589368	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects"}	Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Ultrarapid Metabolizer"}	{"CYP2D6": "≥6.0", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥6.0", "CYP2C19": "Ultrarapid Metabolizer"}	general	Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations\nfor conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate, or poor metabolism in combination with CYP2C19 ultrarapid, intermediate, or poor metabolism is strongly recommended	1	f	f	f
7589369	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "2.5", "CYP2C19": "n/a"}	{}	{"CYP2D6": "2.5", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589370	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "3.0", "CYP2C19": "n/a"}	{}	{"CYP2D6": "3.0", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589371	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "2.75", "CYP2C19": "n/a"}	{}	{"CYP2D6": "2.75", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589372	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "4.0", "CYP2C19": "n/a"}	{}	{"CYP2D6": "4.0", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589373	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "≥3.0", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥3.0", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589374	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "≥3.25", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥3.25", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589375	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "≥3.5", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥3.5", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589376	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "≥4.0", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥4.0", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
7589377	100414	RxNorm:3638	{"CYP2D6": "Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure", "CYP2C19": "n/a"}	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	Optional	{"CYP2D6": "Ultrarapid Metabolizer", "CYP2C19": "Indeterminate"}	{"CYP2D6": "≥3.75", "CYP2C19": "n/a"}	{}	{"CYP2D6": "≥3.75", "CYP2C19": "Indeterminate"}	general	n/a	1	f	f	f
